學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,學期內新辦理休學人數小計,因病學期內新辦理休學人數,因經濟困難學期內新辦理休學人數,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,因工作需求學期內新辦理休學人數,因懷孕學期內新辦理休學人數,因育嬰學期內新辦理休學人數,因兵役學期內新辦理休學人數,因出國學期內新辦理休學人數,因論文學期內新辦理休學人數,因適應不良學期內新辦理休學人數,因家人傷病學期內新辦理休學人數,因考試訓練學期內新辦理休學人數,其他學期內新辦理休學人數,至學期底總休學人數小計,因病至學期底總休學人數,因經濟困難至學期底總休學人數,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,因工作需求至學期底總休學人數,因懷孕至學期底總休學人數,因育嬰至學期底總休學人數,因兵役至學期底總休學人數,因出國至學期底總休學人數,因論文至學期底總休學人數,因適應不良至學期底總休學人數,因家人傷病至學期底總休學人數,因考試訓練至學期底總休學人數,其他至學期底總休學人數
106,2,私立,一般大學,1005,淡江大學,博士班,男,295,22,0,2,0,0,1,0,3,0,0,7,0,0,0,9,83,3,3,0,0,12,0,8,2,1,13,0,0,0,41
106,2,私立,一般大學,1005,淡江大學,學士班(日間),女,"10,265",99,26,4,0,13,2,0,0,0,9,0,2,0,1,42,419,62,14,1,42,5,1,3,0,57,0,8,0,1,225
106,2,私立,一般大學,1005,淡江大學,學士班(進修),女,815,36,3,2,2,2,1,0,0,0,2,0,0,0,0,24,112,10,6,2,4,5,1,2,0,4,0,0,0,0,78
106,2,私立,一般大學,1005,淡江大學,碩士班(日間),女,806,43,4,3,0,0,10,0,1,0,3,8,0,0,0,14,172,11,9,0,1,27,0,8,0,12,24,0,0,0,80
106,2,私立,一般大學,1005,淡江大學,碩士在職專班,女,523,29,3,0,0,0,6,1,0,0,0,2,0,0,0,17,103,4,1,0,0,20,3,11,0,2,4,0,2,0,56
106,2,私立,一般大學,1005,淡江大學,博士班,女,147,15,1,0,0,0,3,0,0,0,0,4,0,0,0,7,53,4,2,0,0,8,2,3,0,1,11,0,0,0,22
106,2,私立,一般大學,1006,中國文化大學,學士班(日間),男,"10,102",259,6,15,86,45,21,0,0,2,12,0,7,2,6,57,638,14,37,151,120,85,0,0,25,52,0,7,2,19,126
106,2,私立,一般大學,1006,中國文化大學,學士班(進修),男,802,107,1,1,6,2,32,0,0,5,4,0,0,2,0,54,310,7,2,18,4,97,0,0,27,9,0,2,11,1,132
106,2,私立,一般大學,1006,中國文化大學,碩士班(日間),男,885,55,2,2,1,1,10,0,0,3,5,6,1,2,4,18,206,4,8,9,3,60,0,3,20,9,23,1,2,12,52
106,2,私立,一般大學,1006,中國文化大學,碩士在職專班,男,205,18,0,0,0,1,9,0,0,0,3,4,0,1,0,0,85,1,0,4,1,31,0,1,2,4,8,0,10,0,23
106,2,私立,一般大學,1006,中國文化大學,博士班,男,337,10,0,0,0,0,3,0,0,0,1,3,0,0,0,3,51,0,0,0,0,18,0,1,2,1,24,0,0,0,5
106,2,私立,一般大學,1006,中國文化大學,學士班(日間),女,"11,262",149,11,9,25,44,9,2,0,0,15,0,4,1,2,27,437,21,29,62,122,38,6,3,0,78,0,5,1,8,64
106,2,私立,一般大學,1006,中國文化大學,學士班(進修),女,"1,090",106,4,1,2,3,26,2,0,0,5,0,0,6,0,57,334,9,4,15,13,102,5,3,0,25,0,0,23,0,135
106,2,私立,一般大學,1006,中國文化大學,碩士班(日間),女,711,28,1,2,0,2,9,1,0,0,2,8,0,0,2,1,122,2,6,4,4,53,4,3,0,6,24,0,0,8,8
106,2,私立,一般大學,1006,中國文化大學,碩士在職專班,女,304,12,3,0,1,0,2,0,1,0,1,2,0,1,0,1,86,7,2,1,0,18,0,7,0,3,9,0,2,2,35
106,2,私立,一般大學,1006,中國文化大學,博士班,女,187,5,0,0,1,0,0,2,1,0,0,0,0,0,0,1,30,0,1,1,0,9,3,6,0,1,7,0,0,0,2
106,2,私立,一般大學,1007,逢甲大學,學士班(日間),男,"10,582",200,17,2,52,46,14,0,0,18,5,0,0,35,1,10,374,25,5,73,91,36,0,0,28,5,0,0,58,1,52
106,2,私立,一般大學,1007,逢甲大學,學士班(進修),男,502,36,1,1,4,4,22,0,0,0,0,0,0,1,0,3,58,2,1,5,6,33,0,0,4,0,0,0,1,0,6
106,2,私立,一般大學,1007,逢甲大學,碩士班(日間),男,"1,133",61,2,0,4,2,25,0,0,6,1,8,0,8,0,5,118,4,3,6,5,45,0,0,15,1,8,0,15,0,16
106,2,私立,一般大學,1007,逢甲大學,碩士在職專班,男,706,56,2,1,2,1,38,0,4,0,0,6,0,1,0,1,101,4,3,2,3,72,0,6,0,0,6,0,3,0,2
106,2,私立,一般大學,1007,逢甲大學,博士班,男,325,36,2,0,3,0,19,0,2,0,0,4,0,5,0,1,58,5,0,3,0,33,0,4,0,0,4,0,6,0,3
106,2,私立,一般大學,1007,逢甲大學,學士班(日間),女,"6,447",44,7,2,9,11,5,0,1,0,2,0,0,4,0,3,103,11,2,10,28,11,2,1,0,2,0,0,11,0,25
106,2,私立,一般大學,1007,逢甲大學,學士班(進修),女,413,20,2,0,0,5,6,0,0,0,0,0,0,6,0,1,37,3,1,0,5,9,1,1,0,0,0,0,12,0,5
106,2,私立,一般大學,1007,逢甲大學,碩士班(日間),女,509,22,0,1,6,2,8,0,0,0,0,3,0,2,0,0,57,1,2,7,5,22,0,3,0,0,3,0,9,0,5
106,2,私立,一般大學,1007,逢甲大學,碩士在職專班,女,414,27,0,0,1,0,16,2,6,0,0,1,0,1,0,0,64,5,0,1,0,38,2,10,0,0,1,0,7,0,0
106,2,私立,一般大學,1007,逢甲大學,博士班,女,115,19,1,0,4,0,8,0,3,0,0,3,0,0,0,0,29,4,0,4,0,11,0,5,0,0,3,0,2,0,0
106,2,私立,一般大學,1008,靜宜大學,學士班(日間),男,"4,379",84,6,4,21,14,9,0,0,3,2,0,1,0,1,23,262,12,11,54,27,46,0,0,23,4,0,1,0,1,83
106,2,私立,一般大學,1008,靜宜大學,學士班(進修),男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
106,2,私立,一般大學,1008,靜宜大學,碩士班(日間),男,200,19,0,0,2,0,4,0,0,0,0,9,0,0,0,4,48,1,1,4,0,18,0,0,5,0,9,0,0,0,10
106,2,私立,一般大學,1008,靜宜大學,碩士在職專班,男,139,9,0,0,0,0,7,0,1,0,0,0,0,0,0,1,20,0,1,0,0,16,0,1,0,0,0,0,0,0,2
106,2,私立,一般大學,1008,靜宜大學,博士班,男,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1008,靜宜大學,學士班(日間),女,"6,992",93,8,1,23,19,11,0,0,0,2,0,2,1,2,24,213,20,5,45,34,32,2,0,0,14,0,2,1,2,56
106,2,私立,一般大學,1008,靜宜大學,學士班(進修),女,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1008,靜宜大學,碩士班(日間),女,346,28,1,0,1,0,9,0,2,0,1,11,0,0,0,3,62,4,1,4,0,23,2,2,0,1,12,0,0,0,13
106,2,私立,一般大學,1008,靜宜大學,碩士在職專班,女,187,8,0,0,0,0,7,0,0,0,0,1,0,0,0,0,25,2,1,0,0,14,1,1,0,0,1,0,0,0,5
106,2,私立,一般大學,1008,靜宜大學,博士班,女,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1009,長庚大學,學士班(日間),男,"2,750",31,2,0,0,12,1,0,0,2,0,0,0,1,0,13,103,5,3,0,31,3,0,0,1,8,0,0,0,0,52
106,2,私立,一般大學,1009,長庚大學,碩士班(日間),男,601,17,0,1,0,3,5,0,0,0,0,3,0,0,0,5,67,0,4,0,11,15,0,0,0,1,6,0,0,1,29
106,2,私立,一般大學,1009,長庚大學,碩士在職專班,男,95,8,0,1,0,0,6,0,0,0,0,1,0,0,0,0,43,0,1,0,0,26,0,2,0,1,2,0,0,0,11
106,2,私立,一般大學,1009,長庚大學,博士班,男,361,15,0,3,0,0,4,0,0,0,1,2,0,0,0,5,54,0,3,0,0,16,0,2,0,7,6,0,0,0,20
106,2,私立,一般大學,1009,長庚大學,學士班(日間),女,"2,554",23,1,1,0,9,0,0,0,0,0,0,0,1,0,11,93,4,2,0,32,2,0,0,0,12,0,0,2,0,39
106,2,私立,一般大學,1009,長庚大學,碩士班(日間),女,559,29,0,2,0,1,7,0,1,0,0,3,0,0,0,15,97,0,4,0,3,25,0,4,0,3,7,0,1,1,49
106,2,私立,一般大學,1009,長庚大學,碩士在職專班,女,103,4,0,0,0,0,1,0,1,0,0,0,0,0,0,2,17,1,0,0,0,7,1,2,0,0,1,0,0,0,5
106,2,私立,一般大學,1009,長庚大學,博士班,女,164,5,1,0,0,0,1,0,0,0,0,0,0,0,0,3,24,1,0,0,0,5,0,1,0,1,3,0,0,0,13
106,2,私立,一般大學,1010,元智大學,學士班(日間),男,"4,094",49,3,0,29,3,6,0,1,1,3,0,0,0,0,3,110,6,0,50,8,12,0,1,7,6,0,0,0,0,20
106,2,私立,一般大學,1010,元智大學,碩士班(日間),男,631,20,0,0,6,0,5,0,0,0,0,5,0,0,0,4,60,1,0,11,2,18,0,0,4,0,6,0,0,0,18
106,2,私立,一般大學,1010,元智大學,碩士在職專班,男,448,23,0,0,0,0,22,0,0,0,0,1,0,0,0,0,62,0,0,0,0,57,0,1,1,0,1,0,0,0,2
106,2,私立,一般大學,1010,元智大學,博士班,男,206,19,0,0,2,0,13,0,0,0,0,2,0,0,0,2,41,1,1,2,0,29,0,1,1,0,3,0,0,0,3
106,2,私立,一般大學,1010,元智大學,學士班(日間),女,"3,115",27,4,0,11,3,4,0,0,0,1,0,0,0,1,3,61,6,0,18,7,6,0,0,0,12,0,0,0,2,10
106,2,私立,一般大學,1010,元智大學,碩士班(日間),女,324,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,1,0,0,1,14,0,0,0,0,0,0,0,0,5
106,2,私立,一般大學,1010,元智大學,碩士在職專班,女,238,8,0,0,0,0,6,0,1,0,0,0,0,0,0,1,28,1,0,0,0,22,1,3,0,0,0,0,0,0,1
106,2,私立,一般大學,1010,元智大學,博士班,女,79,7,1,0,0,0,5,0,0,0,0,0,0,0,0,1,19,2,0,0,0,11,0,0,0,0,3,0,0,0,3
106,2,私立,一般大學,1011,中華大學,學士班(日間),男,"3,366",66,6,5,11,12,8,0,0,15,1,0,2,0,3,3,236,14,14,19,53,49,0,1,56,4,0,2,0,4,20
106,2,私立,一般大學,1011,中華大學,學士班(進修),男,254,9,1,0,3,0,3,0,0,2,0,0,0,0,0,0,31,3,1,3,2,14,0,0,6,0,0,0,0,0,2
106,2,私立,一般大學,1011,中華大學,碩士班(日間),男,334,20,1,1,0,0,11,0,0,5,0,1,0,0,0,1,55,3,4,0,1,29,0,0,14,0,2,0,0,0,2
106,2,私立,一般大學,1011,中華大學,碩士在職專班,男,146,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,28,0,0,0,0,26,0,0,1,0,0,0,0,0,1
106,2,私立,一般大學,1011,中華大學,博士班,男,73,9,2,0,0,0,7,0,0,0,0,0,0,0,0,0,33,4,0,0,0,23,0,0,2,0,2,0,0,0,2
106,2,私立,一般大學,1011,中華大學,學士班(日間),女,"2,061",18,2,2,1,8,3,0,0,0,1,0,0,1,0,0,77,6,4,3,29,14,0,1,0,7,0,1,1,0,11
106,2,私立,一般大學,1011,中華大學,學士班(進修),女,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,4,0,0,0,0,0,0,0,1,0
106,2,私立,一般大學,1011,中華大學,碩士班(日間),女,216,11,0,0,1,0,7,1,0,0,1,1,0,0,0,0,23,2,1,1,0,11,3,1,0,1,1,0,2,0,0
106,2,私立,一般大學,1011,中華大學,碩士在職專班,女,96,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,10,2,0,0,0,6,1,1,0,0,0,0,0,0,0
106,2,私立,一般大學,1011,中華大學,博士班,女,22,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,9,1,0,0,0,5,0,1,0,0,1,0,0,0,1
106,2,私立,一般大學,1012,大葉大學,學士班(日間),男,"4,520",69,7,11,6,18,10,0,0,7,2,0,1,1,5,1,274,18,38,32,42,75,0,0,41,2,0,1,1,5,19
106,2,私立,一般大學,1012,大葉大學,學士班(進修),男,686,23,0,3,1,1,12,0,0,4,0,0,0,0,1,1,95,2,11,2,7,47,0,1,22,0,0,0,0,1,2
106,2,私立,一般大學,1012,大葉大學,碩士班(日間),男,401,17,0,2,2,0,10,0,0,1,0,2,0,0,0,0,70,2,4,5,1,38,0,0,13,0,5,0,0,0,2
106,2,私立,一般大學,1012,大葉大學,碩士在職專班,男,172,8,2,0,1,0,4,0,0,0,0,0,0,0,0,1,32,2,0,1,0,25,0,3,0,0,0,0,0,0,1
106,2,私立,一般大學,1012,大葉大學,博士班,男,108,16,1,0,2,0,8,0,1,1,0,2,0,0,0,1,42,2,1,4,0,25,0,1,1,0,5,0,0,0,3
106,2,私立,一般大學,1012,大葉大學,學士班(日間),女,"4,103",35,10,7,3,4,7,1,0,0,0,0,1,0,1,1,150,21,25,7,34,38,3,2,0,0,0,1,0,1,18
106,2,私立,一般大學,1012,大葉大學,學士班(進修),女,532,7,2,0,0,1,3,0,1,0,0,0,0,0,0,0,38,7,5,1,4,14,1,4,0,0,0,0,0,0,2
106,2,私立,一般大學,1012,大葉大學,碩士班(日間),女,271,20,2,1,1,1,8,1,1,0,1,3,0,0,0,1,67,2,9,5,1,35,2,3,0,1,5,0,2,0,2
106,2,私立,一般大學,1012,大葉大學,碩士在職專班,女,328,16,1,1,1,0,11,0,0,0,0,2,0,0,0,0,49,5,1,1,0,36,4,0,0,0,2,0,0,0,0
106,2,私立,一般大學,1012,大葉大學,博士班,女,26,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,2,0,3,0,13,0,3,0,0,0,0,0,0,1
106,2,私立,一般大學,1013,華梵大學,學士班(日間),男,"1,002",12,0,0,1,3,1,0,0,4,1,0,0,1,0,1,90,3,2,6,32,10,0,0,24,4,0,0,7,0,2
106,2,私立,一般大學,1013,華梵大學,碩士班(日間),男,141,13,1,0,3,0,8,0,0,0,0,0,0,1,0,0,34,1,0,7,0,14,0,1,4,0,0,0,5,0,2
106,2,私立,一般大學,1013,華梵大學,碩士在職專班,男,52,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,1,0,1,0,11,0,1,0,0,0,0,0,0,0
106,2,私立,一般大學,1013,華梵大學,博士班,男,34,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,2,0,1,0,5,0,0,0,0,0,0,0,0,1
106,2,私立,一般大學,1013,華梵大學,學士班(日間),女,862,6,0,1,1,4,0,0,0,0,0,0,0,0,0,0,46,2,3,7,17,11,0,0,0,2,0,0,3,0,1
106,2,私立,一般大學,1013,華梵大學,碩士班(日間),女,121,13,1,0,4,0,4,0,0,0,0,0,0,4,0,0,38,5,0,10,0,9,0,0,0,1,0,0,13,0,0
106,2,私立,一般大學,1013,華梵大學,碩士在職專班,女,84,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,9,0,0,0,0,0,0,3,0,0
106,2,私立,一般大學,1013,華梵大學,博士班,女,24,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,7,2,0,3,0,1,0,0,0,0,0,0,0,0,1
106,2,私立,一般大學,1014,義守大學,學士班(日間),男,"6,580",73,3,7,5,26,9,0,0,0,5,0,0,1,1,16,212,10,22,9,63,45,0,0,21,16,0,0,3,1,22
106,2,私立,一般大學,1014,義守大學,學士班(進修),男,"1,398",11,0,0,0,1,6,0,0,1,0,0,0,0,0,3,216,21,17,0,1,135,0,1,37,1,0,0,0,0,3
106,2,私立,一般大學,1014,義守大學,碩士班(日間),男,277,17,1,0,0,2,4,0,1,0,0,2,0,2,0,5,33,2,2,0,4,8,0,1,4,1,2,0,3,0,6
106,2,私立,一般大學,1014,義守大學,碩士在職專班,男,378,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,55,1,0,0,0,49,0,5,0,0,0,0,0,0,0
106,2,私立,一般大學,1014,義守大學,博士班,男,105,7,1,0,0,0,3,0,0,0,1,2,0,0,0,0,17,1,0,0,0,11,0,0,1,1,2,0,1,0,0
106,2,私立,一般大學,1014,義守大學,學士班(日間),女,"6,273",37,5,4,0,10,7,2,0,0,5,0,0,2,0,2,125,11,16,2,56,16,2,4,0,11,0,1,3,0,3
106,2,私立,一般大學,1014,義守大學,學士班(進修),女,860,10,0,0,0,1,5,1,0,0,0,0,0,0,0,3,128,12,19,1,2,68,12,3,0,0,0,0,0,0,11
106,2,私立,一般大學,1014,義守大學,碩士班(日間),女,165,6,1,0,0,1,3,0,0,0,0,0,0,1,0,0,9,1,1,0,1,5,0,0,0,0,0,0,1,0,0
106,2,私立,一般大學,1014,義守大學,碩士在職專班,女,141,7,0,0,0,1,5,0,0,0,0,0,0,0,0,1,30,3,2,0,1,21,0,1,0,0,0,0,0,0,2
106,2,私立,一般大學,1014,義守大學,博士班,女,32,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1015,世新大學,學士班(日間),男,"3,504",68,5,6,12,20,6,0,0,0,4,0,3,1,3,8,190,13,9,14,43,19,0,0,18,18,0,4,1,3,48
106,2,私立,一般大學,1015,世新大學,學士班(進修),男,132,8,0,0,0,0,5,0,0,0,0,0,0,0,0,3,11,1,0,0,0,7,0,0,0,0,0,0,0,0,3
106,2,私立,一般大學,1015,世新大學,碩士班(日間),男,308,51,1,4,0,0,13,0,1,0,0,24,0,2,3,3,97,2,4,0,0,28,0,1,10,1,30,0,4,3,14
106,2,私立,一般大學,1015,世新大學,碩士在職專班,男,459,63,0,2,0,0,39,0,1,0,1,14,0,0,0,6,131,6,1,0,0,93,0,3,0,2,17,0,0,0,9
106,2,私立,一般大學,1015,世新大學,博士班,男,44,7,0,0,0,0,3,0,1,1,0,2,0,0,0,0,11,0,0,0,0,5,0,1,1,0,4,0,0,0,0
106,2,私立,一般大學,1015,世新大學,學士班(日間),女,"6,369",64,7,2,3,25,6,2,0,0,7,0,4,2,0,6,172,19,5,4,59,14,3,2,0,19,0,6,2,1,38
106,2,私立,一般大學,1015,世新大學,學士班(進修),女,206,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,13,2,0,0,0,3,0,0,0,2,0,0,0,0,6
106,2,私立,一般大學,1015,世新大學,碩士班(日間),女,309,34,3,0,0,0,4,0,0,0,1,24,0,1,1,0,76,5,1,0,0,20,0,5,0,3,27,0,1,1,13
106,2,私立,一般大學,1015,世新大學,碩士在職專班,女,347,50,3,0,0,0,28,2,6,0,1,5,0,1,0,4,104,6,0,0,0,59,5,12,0,2,6,0,1,0,13
106,2,私立,一般大學,1015,世新大學,博士班,女,45,7,2,1,0,0,0,0,1,0,0,3,0,0,0,0,14,2,1,0,0,3,0,3,0,0,3,0,0,0,2
106,2,私立,一般大學,1016,銘傳大學,學士班(日間),男,"6,920",175,7,5,29,37,27,0,0,22,3,0,0,0,0,45,411,23,9,38,83,58,0,0,73,32,1,0,0,0,94
106,2,私立,一般大學,1016,銘傳大學,碩士班(日間),男,326,32,0,1,0,0,10,0,0,2,1,14,0,0,0,4,74,0,1,1,1,21,0,0,19,1,19,0,0,0,11
106,2,私立,一般大學,1016,銘傳大學,碩士在職專班,男,359,17,0,0,0,0,7,0,1,0,0,8,0,0,0,1,53,0,0,0,0,35,0,1,0,0,11,0,0,0,6
106,2,私立,一般大學,1016,銘傳大學,博士班,男,29,6,1,0,0,0,3,0,1,0,0,1,0,0,0,0,12,1,0,0,0,6,0,1,0,0,2,0,0,0,2
106,2,私立,一般大學,1016,銘傳大學,學士班(日間),女,"10,601",117,14,3,17,29,19,1,1,0,8,0,0,0,0,25,336,34,8,23,87,43,1,1,0,58,0,0,0,0,81
106,2,私立,一般大學,1016,銘傳大學,碩士班(日間),女,404,33,2,0,0,1,4,1,3,0,1,15,0,0,0,6,80,2,4,0,2,19,1,6,0,6,22,0,0,0,18
106,2,私立,一般大學,1016,銘傳大學,碩士在職專班,女,450,8,1,0,0,0,3,2,1,0,0,1,0,0,0,0,55,2,0,0,0,24,4,8,0,1,9,0,0,0,7
106,2,私立,一般大學,1016,銘傳大學,博士班,女,40,6,1,0,0,0,3,0,0,0,0,2,0,0,0,0,10,3,0,0,0,3,0,0,0,0,3,0,0,0,1
106,2,私立,一般大學,1017,實踐大學,學士班(日間),男,"3,967",60,4,2,9,22,6,0,0,3,4,0,1,1,0,8,170,8,8,20,41,27,0,0,14,15,0,2,2,0,33
106,2,私立,一般大學,1017,實踐大學,學士班(進修),男,680,29,1,0,4,2,18,0,1,2,1,0,0,0,0,0,79,3,2,4,11,48,0,2,5,1,0,0,0,0,3
106,2,私立,一般大學,1017,實踐大學,碩士班(日間),男,162,15,1,0,2,0,1,0,0,0,0,8,0,2,0,1,42,1,1,2,1,11,0,1,7,2,9,0,2,0,5
106,2,私立,一般大學,1017,實踐大學,碩士在職專班,男,74,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,21,0,0,0,0,16,0,4,0,0,1,0,0,0,0
106,2,私立,一般大學,1017,實踐大學,博士班,男,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
106,2,私立,一般大學,1017,實踐大學,學士班(日間),女,"7,816",94,13,3,9,34,5,1,1,0,5,0,6,3,0,14,297,38,15,23,98,16,4,3,0,23,0,12,7,1,57
106,2,私立,一般大學,1017,實踐大學,學士班(進修),女,"1,576",50,5,1,4,12,22,1,1,0,4,0,0,0,0,0,128,9,2,7,29,64,5,7,0,4,0,0,0,0,1
106,2,私立,一般大學,1017,實踐大學,碩士班(日間),女,189,10,0,0,1,0,1,0,0,0,1,7,0,0,0,0,45,6,2,1,1,16,0,1,0,4,10,1,2,1,0
106,2,私立,一般大學,1017,實踐大學,碩士在職專班,女,91,5,0,0,0,0,4,1,0,0,0,0,0,0,0,0,17,0,0,1,0,12,1,3,0,0,0,0,0,0,0
106,2,私立,一般大學,1017,實踐大學,博士班,女,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,技專校院,1018,朝陽科技大學,學士班(日間),男,"4,780",79,2,1,21,27,9,0,0,8,0,0,2,0,1,8,206,7,9,29,57,31,0,1,30,6,0,4,0,1,31
106,2,私立,技專校院,1018,朝陽科技大學,學士班(進修),男,"1,599",67,1,8,0,20,20,0,0,11,0,0,0,0,0,7,158,4,11,3,32,47,0,1,32,1,0,0,0,0,27
106,2,私立,技專校院,1018,朝陽科技大學,碩士班(日間),男,384,19,2,1,2,1,6,0,0,1,0,0,1,0,0,5,57,3,3,7,5,17,0,2,9,2,0,1,0,0,8
106,2,私立,技專校院,1018,朝陽科技大學,碩士在職專班,男,235,9,0,0,2,0,6,0,0,0,0,0,0,0,0,1,32,3,3,2,0,19,0,2,0,0,0,0,0,0,3
106,2,私立,技專校院,1018,朝陽科技大學,博士班,男,72,6,1,0,2,0,3,0,0,0,0,0,0,0,0,0,13,2,0,2,0,8,0,0,0,0,0,0,0,0,1
106,2,私立,技專校院,1018,朝陽科技大學,學士班(日間),女,"6,668",59,5,2,5,22,5,0,0,0,4,0,3,0,0,13,186,17,11,14,52,26,5,3,0,8,0,6,0,0,44
106,2,私立,技專校院,1018,朝陽科技大學,學士班(進修),女,"1,539",33,2,4,1,7,11,0,0,0,2,0,0,0,0,6,140,11,15,3,24,38,4,16,0,7,0,1,0,0,21
106,2,私立,技專校院,1018,朝陽科技大學,碩士班(日間),女,290,15,0,0,3,1,7,0,1,0,0,0,0,0,0,3,76,4,6,6,1,37,3,9,0,0,0,0,0,0,10
106,2,私立,技專校院,1018,朝陽科技大學,碩士在職專班,女,207,22,1,1,2,1,14,0,0,0,0,1,0,0,0,2,53,5,1,5,1,26,1,7,0,0,1,0,0,0,6
106,2,私立,技專校院,1018,朝陽科技大學,博士班,女,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1019,高雄醫學大學,學士班(日間),男,"2,536",29,3,0,1,17,2,0,0,1,0,0,0,0,0,5,107,3,3,1,65,3,0,0,1,9,0,0,0,0,22
106,2,私立,一般大學,1019,高雄醫學大學,學士班(進修),男,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1019,高雄醫學大學,碩士班(日間),男,236,16,0,1,0,0,3,0,0,0,1,1,0,0,0,10,43,0,2,0,0,15,0,0,2,1,1,0,0,0,22
106,2,私立,一般大學,1019,高雄醫學大學,碩士在職專班,男,86,5,0,0,0,0,4,0,0,0,0,0,0,0,0,1,27,0,0,0,0,22,0,1,0,0,0,0,0,0,4
106,2,私立,一般大學,1019,高雄醫學大學,博士班,男,174,15,1,0,0,0,0,0,1,0,1,5,0,1,0,6,47,1,0,0,0,8,0,4,0,0,5,0,1,0,28
106,2,私立,一般大學,1019,高雄醫學大學,學士班(日間),女,"3,069",33,2,0,3,16,0,1,0,0,4,0,0,0,0,7,117,2,2,4,68,0,2,0,0,14,0,0,0,0,25
106,2,私立,一般大學,1019,高雄醫學大學,學士班(進修),女,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
106,2,私立,一般大學,1019,高雄醫學大學,碩士班(日間),女,442,25,0,0,0,1,9,0,0,0,0,0,0,0,0,15,90,0,1,0,5,31,2,3,0,2,0,0,0,0,46
106,2,私立,一般大學,1019,高雄醫學大學,碩士在職專班,女,144,11,0,0,0,0,6,1,0,0,0,0,0,1,0,3,32,0,1,0,1,13,4,3,0,0,0,0,1,0,9
106,2,私立,一般大學,1019,高雄醫學大學,博士班,女,149,18,0,0,0,0,5,0,0,0,4,3,0,0,0,6,40,1,0,0,0,12,1,0,0,4,3,0,0,0,19
106,2,私立,一般大學,1020,南華大學,學士班(日間),男,"2,028",39,7,2,7,14,2,0,0,3,0,0,0,0,3,1,211,17,17,4,93,15,0,0,21,3,0,0,2,11,28
106,2,私立,一般大學,1020,南華大學,學士班(進修),男,198,12,2,0,0,3,6,0,0,1,0,0,0,0,0,0,27,2,3,0,6,11,0,0,4,0,0,0,1,0,0
106,2,私立,一般大學,1020,南華大學,碩士班(日間),男,254,22,2,1,1,1,11,0,0,0,0,2,0,0,0,4,70,4,10,0,6,23,0,0,5,1,12,0,3,1,5
106,2,私立,一般大學,1020,南華大學,碩士在職專班,男,144,7,1,0,0,0,5,0,1,0,0,0,0,0,0,0,27,0,1,0,5,14,0,3,1,0,1,0,1,0,1
106,2,私立,一般大學,1020,南華大學,博士班,男,20,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,11,1,2,0,0,6,0,0,1,0,0,0,0,0,1
106,2,私立,一般大學,1020,南華大學,學士班(日間),女,"2,256",24,6,0,3,9,3,0,0,0,0,0,0,1,0,2,160,23,12,8,62,10,2,1,0,5,0,0,3,4,30
106,2,私立,一般大學,1020,南華大學,學士班(進修),女,138,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,2,2,4,0,0,0,0,0,0,0,1,0,0
